geolocation_zip_code_prefix,geolocation_state,geolocation_lng,geolocation_lat
1257,SP,-46.687838575110746,-23.54360983905432
1258,SP,-46.686850912471364,-23.544037017325074
1259,SP,-46.68530389676934,-23.541418553843283
1262,SP,-46.67735184892536,-23.550856391462712
1290,SP,-46.657748702752585,-23.54096134139296
1301,SP,-46.65089009868754,-23.549328970281223
1302,SP,-46.6495522786361,-23.549002921262293
1303,SP,-46.64843251428849,-23.54950569815466
1304,SP,-46.655202368713134,-23.554056434811184
1305,SP,-46.652538288772064,-23.552622735865256
1306,SP,-46.649605096945386,-23.553785206718914
1307,SP,-46.65320770049062,-23.55277801011571
1308,SP,-46.65331111428114,-23.555981373614504
1309,SP,-46.658452189500665,-23.555493080015935
1310,SP,-46.65602130430728,-23.561652948469515
1311,SP,-46.652792655953206,-23.564504609380947
1312,SP,-46.64961491794625,-23.554793872613402
1313,SP,-46.65057380587249,-23.556111699158382
1314,SP,-46.64520437763303,-23.552640734461253
1315,SP,-46.640389095697635,-23.55408999997805
1316,SP,-46.6394328193213,-23.55295484539391
1317,SP,-46.640059865228494,-23.556238213645067
1318,SP,-46.642412737332194,-23.559447989888127
1319,SP,-46.640727972716256,-23.55188165773143
1320,SP,-46.639347399325395,-23.557955062291963
1321,SP,-46.64191854981315,-23.56212863488459
1322,SP,-46.64345614157524,-23.56317165882958
1323,SP,-46.64147810312641,-23.56573478465023
1324,SP,-46.643150740203204,-23.55521473546572
1325,SP,-46.644458336676024,-23.557390163497686
1326,SP,-46.645439561798014,-23.55653901468896
1327,SP,-46.644944579328765,-23.565113424714426
1328,SP,-46.64679480230547,-23.555992686485013
1329,SP,-46.64728109566715,-23.56197752132482
1330,SP,-46.64945883730208,-23.559037886116048
1331,SP,-46.64999665805783,-23.56266441471218
1332,SP,-46.65245164487606,-23.559568587578646
1333,SP,-46.64756359661896,-23.56643505240895
1401,SP,-46.6586546272466,-23.575807250351687
1402,SP,-46.65739203989358,-23.574837390049076
1403,SP,-46.65340944414581,-23.56875503877107
1404,SP,-46.65578027665806,-23.568544733628446
1405,SP,-46.65513838518373,-23.564762579634394
1406,SP,-46.67029927274052,-23.574814338967826
1407,SP,-46.67139205737759,-23.576111884428947
1408,SP,-46.66081341581779,-23.56711189502811
1409,SP,-46.6582620039177,-23.56146082458661
1410,SP,-46.66092524802457,-23.562831445869627
1411,SP,-46.66405956794994,-23.56424786754298
1412,SP,-46.66602412107524,-23.563651580737666
1413,SP,-46.664033954271915,-23.561814504124452
1414,SP,-46.663496455320605,-23.559623493719684
1415,SP,-46.660462198375534,-23.55609171648326
1416,SP,-46.6676885326705,-23.560692913961415
1417,SP,-46.63393189503633,-23.55277885309958
1418,SP,-46.65527239864379,-23.56411614903987
1419,SP,-46.655949613048826,-23.563541620009783
1420,SP,-46.657916039196984,-23.563435490498804
1421,SP,-46.66015369245716,-23.563299264968794
1422,SP,-46.661132368415885,-23.563961910707366
1423,SP,-46.65734766505131,-23.5691451171934
1424,SP,-46.66139884320943,-23.568041456805936
1425,SP,-46.65924739236762,-23.57289853249542
1426,SP,-46.666031696326776,-23.56586039709828
1427,SP,-46.664068614217655,-23.571044764791594
1428,SP,-46.66232632374679,-23.573938872860044
1429,SP,-46.662900007074334,-23.576384455529094
1430,SP,-46.66250204609212,-23.65614006235602
1431,SP,-46.66476818452366,-23.620388779836066
1432,SP,-46.6657860583567,-23.576485879805993
1433,SP,-46.66837295595987,-23.57840745461661
1434,SP,-46.672377399015254,-23.574646544842807
1435,SP,-46.67017866896868,-23.579321845605374
1436,SP,-46.66798871616942,-23.57245538592821
1437,SP,-46.67150329618942,-23.5721412540443
1438,SP,-46.67226487905968,-23.569803708774252
1439,SP,-46.673571417782284,-23.566289488092035
1440,SP,-46.67817024606098,-23.568289458157125
1441,SP,-46.68373209675989,-23.570603894261335
1442,SP,-46.67861605515884,-23.566530732061704
1443,SP,-46.68450786333133,-23.568268938910105
1444,SP,-46.68752695447545,-23.573235541829785
1445,SP,-46.6880680072701,-23.57103798335723
1446,SP,-46.675498893884544,-23.575583788550983
1447,SP,-46.67888556258398,-23.572786809489713
1448,SP,-46.6798226933562,-23.578237896388124
1449,SP,-46.67995669824681,-23.57611691772789
1450,SP,-46.68518508958671,-23.576453178872974
1451,SP,-46.68698984950365,-23.577435950107763
1452,SP,-46.68887938403559,-23.574996445978105
1453,SP,-46.686376108944685,-23.584059003974733
1454,SP,-46.68670275509791,-23.582376976278088
1455,SP,-46.69112136854047,-23.5805541360028
1456,SP,-46.690987249007264,-23.576839765441044
1457,SP,-46.69270350960497,-23.575237809829588
1472,SP,-46.69129667943905,-23.57054369248079
1489,SP,-46.68740004775216,-23.57664998889148
1501,SP,-46.63548543836741,-23.552469356196873
1502,SP,-46.635492561139046,-23.55460594212854
1503,SP,-46.63676937101554,-23.557709002952702
1504,SP,-46.63950529622234,-23.566860580458098
1505,SP,-46.63182476204627,-23.55526761118644
1506,SP,-46.635032185031825,-23.559558667862476
1507,SP,-46.63176589052542,-23.558146418434657
1508,SP,-46.63583005941286,-23.56142363121043
1509,SP,-46.6357981412501,-23.567010080253134
1510,SP,-46.63361528281082,-23.55760216498659
1511,SP,-46.63294793571508,-23.561456812728604
1512,SP,-46.629499097304134,-23.55371720607981
1513,SP,-46.60384461609752,-23.548914356972645
1514,SP,-46.628337768628526,-23.55437781878454
1516,SP,-46.615479964241814,-23.559073244239702
1517,SP,-46.624003480698924,-23.559613278440462
1518,SP,-46.62318692012759,-23.559209262391253
1519,SP,-46.62475706787166,-23.56092636240119
1520,SP,-46.62016401941447,-23.559378269055898
1521,SP,-46.62150903166886,-23.561174444941713
1522,SP,-46.61598186753573,-23.559920265800766
1523,SP,-46.61689706470856,-23.564203478452267
1524,SP,-46.61340053805785,-23.567783274833246
1525,SP,-46.634953911249525,-23.564028977467743
1526,SP,-46.630943918566196,-23.565952267759908
1527,SP,-46.62919220917374,-23.56243917352596
1528,SP,-46.627165924834166,-23.564770045306158
1529,SP,-46.634555491641365,-23.56843915687453
1530,SP,-46.63008918820539,-23.56894449806347
1531,SP,-46.632425247383914,-23.570760627713355
1532,SP,-46.6361118769605,-23.570534217612966
1533,SP,-46.638364543350306,-23.57116812309982
1534,SP,-46.626085143450275,-23.56754359015962
1535,SP,-46.625241361882196,-23.572433214905786
1536,SP,-46.623436273556386,-23.56903213145491
1537,SP,-46.623137264431584,-23.57442284838845
1538,SP,-46.623629347944245,-23.576312823278336
1539,SP,-46.62043601303771,-23.5711528559151
1540,SP,-46.62258150860084,-23.565851346289616
1541,SP,-46.61861697305809,-23.56925274057871
1542,SP,-46.62406014113324,-23.57106582708015
1543,SP,-46.62387176826929,-23.573720975073687
1544,SP,-46.62163174221563,-23.577255432718097
1545,SP,-46.61831033162644,-23.58097414309849
1546,SP,-46.62195565179699,-23.579039318151207
1547,SP,-46.62112676164033,-23.5829939617234
1548,SP,-46.613420785200006,-23.576927145286824
1549,SP,-46.615586656693765,-23.576317533999337
1550,SP,-46.616150545611475,-23.57305660659289
1551,SP,-46.61268007361107,-23.572737912267932
1552,SP,-46.611321773237286,-23.56949069519509
1553,SP,-46.60919807994077,-23.57448792318107
2009,SP,-46.64113909097136,-23.515799103830265
2010,SP,-46.62635497331379,-23.51056158921295
2011,SP,-46.626621045901096,-23.5043850341285
2012,SP,-46.63196817761764,-23.513066026188508
2013,SP,-46.63311453979948,-23.5022061742251
2016,SP,-46.6256721599388,-23.50398483876719
2017,SP,-46.63469457728485,-23.500742944360795
2018,SP,-46.62970690460869,-23.49570370617884
2019,SP,-46.629651561730405,-23.49826308491997
2020,SP,-46.63329280565478,-23.496468603688918
2021,SP,-46.6358858984643,-23.498309141177288
2022,SP,-46.63767093473863,-23.50407390342452
2028,SP,-46.61833692171872,-23.508702544567765
2029,SP,-46.61934355300127,-23.509362078522784
2030,SP,-46.62468256911272,-23.505871338521406
2031,SP,-46.6257781627838,-23.510062708819763
2032,SP,-46.62384982222437,-23.511068260729207
2033,SP,-46.61504999074923,-23.499900453395483
2034,SP,-46.62414421625581,-23.504072876495652
2035,SP,-46.62282500873062,-23.496211310932598
2036,SP,-46.6208028623093,-23.501744307143422
2037,SP,-46.620555045277534,-23.49971822107626
2038,SP,-46.62416228233207,-23.495237528059075
2039,SP,-46.621603479583534,-23.493025095973085
2040,SP,-46.62257166509295,-23.48965996001442
2041,SP,-46.62307980262542,-23.490626476607115
2042,SP,-46.616377152437465,-23.494233904442233
2043,SP,-46.61612445688869,-23.489943419781984
2044,SP,-46.618787965852384,-23.495724717630402
2045,SP,-46.616402919178896,-23.49614649201779
2046,SP,-46.61176940207568,-23.492280455300875
2047,SP,-46.61867396387229,-23.51721555382505
2049,SP,-46.61736559414439,-23.514166590335094
2050,SP,-46.61213522693959,-23.51734415478188
2051,SP,-46.60776441539105,-23.509988340079175
2052,SP,-46.607783784796915,-23.512974466155033
2053,SP,-46.602792691111006,-23.513227598850428
2054,SP,-46.60669921220444,-23.51719550809534
2055,SP,-46.60712616164343,-23.514029731318836
2056,SP,-46.60278807725412,-23.512302133311653
2060,SP,-46.602860931821475,-23.51900515519527
2064,SP,-46.597964629407336,-23.517676960434017
2065,SP,-46.605369299131056,-23.507711240884003
2066,SP,-46.605295668815735,-23.508643305017994
2067,SP,-46.6036534199635,-23.506720281053298
2068,SP,-46.61237532076288,-23.5051325062282
2069,SP,-46.613927707539226,-23.505534343983758
2071,SP,-46.606427672351096,-23.504278758029912
2072,SP,-46.60405533511347,-23.500164927840164
2073,SP,-46.60713393030522,-23.501832028037192
2074,SP,-46.60044750495475,-23.50521986198309
2075,SP,-46.60232703217921,-23.505454220429975
2076,SP,-46.59909846180968,-23.504660529782434
2077,SP,-46.59729440070282,-23.502316162953978
2078,SP,-46.59560967129785,-23.50224822474882
2079,SP,-46.60578507967237,-23.499287714127018
2080,SP,-46.605361571706716,-23.497670419903162
2081,SP,-46.60469932466566,-23.495841332603625
2082,SP,-46.60716679313656,-23.49459706456804
2083,SP,-46.59793556042434,-23.49532145559458
2084,SP,-46.59974305553181,-23.497275216798545
2085,SP,-46.6129677377595,-23.497952682648496
2088,SP,-46.620742066583865,-23.50424025971884
2089,SP,-46.616673100755904,-23.51709448459233
2110,SP,-46.59553885431606,-23.519097465042975
2111,SP,-46.5927568776476,-23.51764300121214
2112,SP,-46.59045121964739,-23.517448624283094
2113,SP,-46.589226620340014,-23.517720495682244
2114,SP,-46.590614833179444,-23.522317926702854
2115,SP,-46.59169265929573,-23.526589649122574
2116,RN,-46.582169967107184,-23.515978148767932
2116,SP,-46.58549588271983,-23.520455056330842
2117,SP,-46.59365984819463,-23.51865496410495
2118,SP,-46.592774634882375,-23.515006511347323
2119,SP,-46.59263904944159,-23.51220780313036
2120,SP,-46.593885760245776,-23.51082440244575
2121,SP,-46.58968331880412,-23.512229069220233
2122,SP,-46.58386437718144,-23.511966093580153
2123,SP,-46.579442496039015,-23.511838083991446
2124,SP,-46.57712086357543,-23.50697691302585
2125,SP,-46.58680335489369,-23.50983995240275
2126,SP,-46.59175114788354,-23.506898021382856
2127,SP,-46.587265741108666,-23.50559796845306
2128,SP,-46.593942564083434,-23.50501951707933
2129,SP,-46.588291028965315,-23.50371906481274
2130,SP,-46.58356366642944,-23.50846749738403
2131,SP,-46.58250945058416,-23.504328811869534
2132,SP,-46.57765662787875,-23.501320929534863
2133,SP,-46.584724768458415,-23.499081224420927
2134,SP,-46.57978572229729,-23.498613267408857
2135,SP,-46.584612291700225,-23.49793218940606
2136,SP,-46.58237728186106,-23.498754324236273
2137,SP,-46.57611869717361,-23.49795326926181
2138,SP,-46.57451697635212,-23.493463862708566
2139,SP,-46.57353020032567,-23.49046826593474
2141,SP,-46.57065328067549,-23.488986884986794
2142,SP,-46.576717815473344,-23.510198710701715
2143,SP,-46.574967125819924,-23.507217446152126
2144,SP,-46.570756169824115,-23.50369564795767
2145,SP,-46.56625930442225,-23.50235732946796
2146,SP,-46.57088226395057,-23.50095702331352
2147,SP,-46.565166700263546,-23.498361926574916
2150,SP,-46.568633209704345,-23.49403466917498
2151,SP,-46.56955259688864,-23.496962716414327
2152,SP,-46.572231727088045,-23.49736136522832
2161,SP,-46.569283719186814,-23.490165194182673
2162,SP,-46.56283078535538,-23.49065321384101
2166,SP,-46.58402154568834,-23.525209057038595
2167,SP,-46.581619908769134,-23.522695763662153
2168,SP,-46.579503398158735,-23.520605527352913
2169,SP,-46.62029999286664,-23.549584845417158
2170,SP,-46.57701341026048,-23.525644299521662
2174,SP,-46.57242472056035,-23.522923542862056
2175,SP,-46.574891587302986,-23.515886694400297
2176,SP,-46.5730652850043,-23.513598902883622
2177,SP,-46.5585298971563,-23.50873433614695
2178,SP,-46.570523876507146,-23.521664986950224
2179,SP,-46.568235339069005,-23.520410060508965
2180,SP,-46.56595570648479,-23.519210706362006
2181,SP,-46.56102075954839,-23.51868747737037
2185,SP,-46.56748610841784,-23.51469915477194
2186,SP,-46.5690600622993,-23.51405620319808
2187,SP,-46.56490977736317,-23.515871385977842
2188,SP,-46.566981988420444,-23.509466194005064
2189,SP,-46.567467709487815,-23.507787143908224
2190,SP,-46.563973154457386,-23.5071480542849
2201,SP,-46.592006127066036,-23.486228925529456
2202,SP,-46.59481549706722,-23.49304868290792
2203,SP,-46.59134807783873,-23.491870834979036
2204,SP,-46.59216239463687,-23.48741125450329
2205,SP,-46.59119431348124,-23.48798815884837
2206,SP,-46.59404547791869,-23.48462056971313
2207,SP,-46.588188764979016,-23.485985491921372
2208,SP,-46.58951864576982,-23.483015536791733
2209,SP,-46.58537751870623,-23.485125790212173
2210,SP,-46.582102339606315,-23.48255993586803
2211,SP,-46.59360543538115,-23.4973990036863
2212,SP,-46.58925913931688,-23.495647470348985
2213,SP,-46.58812570952549,-23.496166309003108
2214,SP,-46.58679821915495,-23.49285143776326
2215,SP,-46.58336932471797,-23.49075874535679
2216,SP,-46.57978444125483,-23.49305791256633
2217,SP,-46.58017565573049,-23.490353655303622
2218,SP,-46.58480845970803,-23.486787085002945
2219,SP,-46.5859266188746,-23.490776738309957
2220,SP,-46.5776765153455,-23.489760624425745
2221,SP,-46.5814202328246,-23.481505719547886
2222,SP,-46.57558643715371,-23.48255551983193
2223,SP,-46.58016703941922,-23.48163665026994
2224,SP,-46.57377385004951,-23.484505055041186
2225,SP,-46.575106892239695,-23.48272229501907
2226,SP,-46.573621873819185,-23.480130351279403
2227,SP,-46.57237400394174,-23.478725053779495
2228,SP,-46.5715415501341,-23.475495630292396
2229,SP,-46.56882032587766,-23.476573316835694
2230,SP,-46.56365865538831,-23.483775068199005
2231,SP,-46.56526256366798,-23.47687573682863
2232,SP,-46.56397251801403,-23.475701389862248
2233,SP,-46.56457732269159,-23.477656119687406
2234,SP,-46.56954461942566,-23.47853873640821
2235,SP,-46.575940355471346,-23.479332643151153
2236,SP,-46.568159955945426,-23.472602604059695
2237,SP,-46.58647209667304,-23.513120629647762
2238,SP,-46.57158333882553,-23.471205040999266
2239,SP,-46.609059830413436,-23.485303280703725
2240,SP,-46.602211847348045,-23.477885628196898
2241,SP,-46.60743925992832,-23.49066870653631
2242,SP,-46.60399102375177,-23.487614708512766
2243,SP,-46.60386922937252,-23.491618476616694
2244,SP,-46.60486616491588,-23.488514873849837
2245,SP,-46.60659423636554,-23.48477659087994
2246,SP,-46.601687298155454,-23.488711898944423
2247,SP,-46.60124172356028,-23.486067152325234
2248,SP,-46.59943326870149,-23.48317934819255
2249,SP,-46.597088983102225,-23.48887564674339
2250,SP,-46.59621632352811,-23.486516506481184
2251,SP,-46.59033969656587,-23.477521390725276
2252,SP,-46.58831651709553,-23.47874415112702
2253,SP,-46.59550028538906,-23.479354242089904
2254,SP,-46.59340498656687,-23.481247005440782
2255,SP,-46.591937735170696,-23.476900639653298
2256,SP,-46.58721405336572,-23.475325486280003
2257,SP,-46.583176593543165,-23.472896055236582
2258,SP,-46.58190463603528,-23.475983214969727
2259,SP,-46.580964673989804,-23.471752671094716
2260,SP,-46.57960857271054,-23.469197012597697
2261,SP,-46.577296212716455,-23.467505149821427
2262,SP,-46.574828828447714,-23.46551592940762
2263,SP,-46.57580822260589,-23.46347817391784
2264,SP,-46.57655861353626,-23.46233583222787
2265,SP,-46.5920253605626,-23.474254219342594
2266,SP,-46.59818684545332,-23.477148867774364
2267,SP,-46.60073592895293,-23.478736970872518
2268,SP,-46.59488942723797,-23.469811281575684
2269,SP,-46.595977288016584,-23.47208025174721
2270,SP,-46.593039910178874,-23.472487631945604
2271,SP,-46.58996021925599,-23.46969889118785
2272,SP,-46.58668000150149,-23.469253640421556
2273,SP,-46.586237323090096,-23.463513771636936
2274,SP,-46.58792075620118,-23.46705177563329
2275,SP,-46.59026923297839,-23.465700020271463
2276,SP,-46.58409760247099,-23.46119305435284
2277,SP,-46.5817825928042,-23.46367386503303
2278,SP,-46.579624510066914,-23.462796772074114
2279,SP,-46.58000203721854,-23.466873495666775
2280,SP,-46.575161628150674,-23.455896277911645
2281,SP,-46.57510493774136,-23.45198742890589
2282,SP,-46.56777480774579,-23.44306660990033
2284,SP,-46.56868272083551,-23.46970319641185
2286,SP,-46.57960324340701,-23.40858677491484
2288,SP,-46.57085753408755,-23.433725580177743
2289,SP,-46.582687664273806,-23.41849789635874
2290,SP,-46.65531792495907,-23.600461999607678
2301,SP,-46.61501892936472,-23.488663858002383
2302,SP,-46.61401078807773,-23.48603650517337
2303,SP,-46.61050117980293,-23.48200957368023
2304,SP,-46.60545933153238,-23.480823705875945
2305,SP,-46.60676524219523,-23.480094457602288
2306,SP,-46.603478416618415,-23.46336881154139
2307,SP,-46.607276642692305,-23.480890537528317
2308,SP,-46.604210368193165,-23.476417941223545
2309,SP,-46.60473542606709,-23.47567347689037
2310,SP,-46.600729145013894,-23.472814658449074
2311,SP,-46.60167950362949,-23.4691228896165
2312,SP,-46.59871241697143,-23.464805059922664
2313,SP,-46.599899697845366,-23.463955418022827
2314,SP,-46.599347717327156,-23.462064417366527
2315,SP,-46.59974970395199,-23.45999643122022
2316,SP,-46.59383968992664,-23.46226583678213
2317,SP,-46.593167466510984,-23.45811932550877
2318,SP,-46.59011057457601,-23.45085923626503
2319,SP,-46.59336446361453,-23.44972136038604
2320,SP,-46.59842363518738,-23.45135041804102
2321,SP,-46.58897798076898,-23.44720245920557
2322,SP,-46.59369913299051,-23.44570552343754
2323,SP,-46.60109652657752,-23.45632474871195
2324,SP,-46.59847671510719,-23.47795550890625
2325,SP,-46.58604068922076,-23.45353681848212
2326,SP,-46.6024734008622,-23.47221830106892
2327,SP,-46.56667831327356,-23.4472095087831
2328,SP,-46.597306882292315,-23.51891636478149
2329,SP,-46.6066769879875,-23.48360275125004
2330,SP,-46.61749060119429,-23.48555369372784
2331,SP,-46.61622563477963,-23.4839241728734
2332,SP,-46.62155343982422,-23.48271441228537
2333,SP,-46.62137685302423,-23.48067042467005
2334,SP,-46.61958399301968,-23.48399524579755
2335,SP,-46.617055295327404,-23.483362773855806
2336,SP,-46.616939978784735,-23.481297618595413
2337,SP,-46.614513396023284,-23.47870480306975
2338,SP,-46.61812677962586,-23.47549861453998
2339,SP,-46.615247302560746,-23.477588961157334
2340,SP,-46.61571276329235,-23.459604818253922
2341,SP,-46.615475558502155,-23.465235627066534
2342,SP,-46.61059399785839,-23.47383686606938
2343,SP,-46.605456120792205,-23.468573669859765
2344,SP,-46.610305088387726,-23.46931158161913
2345,SP,-46.61523997261246,-23.46884421165266
2346,SP,-46.60823078789643,-23.471228484637717
2347,SP,-46.607255081725235,-23.464036814263682
2348,SP,-46.611074256410596,-23.46053550596322
2349,SP,-46.60444123792383,-23.459790579302037
2350,SP,-46.6016047944519,-23.460724077996765
2351,SP,-46.59970792586279,-23.45494410609724
2352,SP,-46.59624051557273,-23.454383193070022
2353,SP,-46.60534520521928,-23.452628659785415
2354,SP,-46.60431346669781,-23.455025746216513
2355,SP,-46.61140407247261,-23.45470653310775
2356,SP,-46.61218071978756,-23.450973625996323
2357,SP,-46.61396278005333,-23.44743061592135
2358,SP,-46.60875824890609,-23.45444747938124
2359,SP,-46.61923035751618,-23.44588174360123
2360,SP,-46.57774432064989,-23.436841799653443
2361,SP,-46.581489780273046,-23.43666388027887
2362,SP,-46.57963323557619,-23.47923482606581
2363,SP,-46.576089588461336,-23.432328025304585
2364,SP,-46.58107272782646,-23.433946553560627
2365,SP,-46.58188635586065,-23.445699933359347
2366,SP,-46.6105450979245,-23.467732746409897
2367,SP,-46.59380392478858,-23.462270277161405
2368,SP,-46.578095015905866,-23.40383591429107
2370,SP,-46.621804750826065,-23.462827497476777
2371,SP,-46.618676577171286,-23.45901472098675
